Left cycle,Left start,Left end,Stance left,percent_stance_left,Initial swing left,Percent initial left,Mid swing left,Percent mid swing left ,Terminal left,Percent termial left
66,5470,5549,5470,0.3625,5499,0.1375,5510,0.375,5540,0.125
67,5550,5631,5550,0.36585365853658536,5580,0.14634146341463414,5592,0.35365853658536583,5621,0.13414634146341464
68,5632,5711,5632,0.3625,5661,0.15,5673,0.3875,5704,0.1
69,5712,5793,5712,0.36585365853658536,5742,0.14634146341463414,5754,0.36585365853658536,5784,0.12195121951219512
70,5794,5874,5794,0.35802469135802467,5823,0.13580246913580246,5834,0.37037037037037035,5864,0.13580246913580246
71,5875,5954,5875,0.35,5903,0.15,5915,0.3875,5946,0.1125
72,5955,6033,5955,0.379746835443038,5985,0.11392405063291139,5994,0.3924050632911392,6025,0.11392405063291139
73,6034,6112,6034,0.379746835443038,6064,0.11392405063291139,6073,0.3924050632911392,6104,0.11392405063291139
74,6113,6193,6113,0.37037037037037035,6143,0.12345679012345678,6153,0.38271604938271603,6184,0.12345679012345678
75,6194,6274,6194,0.35802469135802467,6223,0.13580246913580246,6234,0.38271604938271603,6265,0.12345679012345678
76,6275,6357,6275,0.3373493975903614,6303,0.1686746987951807,6317,0.3373493975903614,6345,0.1566265060240964
77,6358,6438,6358,0.345679012345679,6386,0.14814814814814814,6398,0.38271604938271603,6429,0.12345679012345678
78,6439,6518,6439,0.375,6469,0.125,6479,0.375,6509,0.125
79,6519,6598,6519,0.3625,6548,0.15,6560,0.375,6590,0.1125
80,6599,6679,6599,0.37037037037037035,6629,0.13580246913580246,6640,0.3950617283950617,6672,0.09876543209876543
81,6680,6759,6680,0.375,6710,0.1375,6721,0.3875,6752,0.1
82,6760,6839,6760,0.3875,6791,0.1125,6800,0.375,6830,0.125
83,6840,6920,6840,0.37037037037037035,6870,0.1111111111111111,6879,0.38271604938271603,6910,0.13580246913580246
84,6921,7000,6921,0.375,6951,0.125,6961,0.375,6991,0.125
85,7001,7079,7001,0.379746835443038,7031,0.12658227848101267,7041,0.3924050632911392,7072,0.10126582278481013
86,7080,7158,7080,0.379746835443038,7110,0.11392405063291139,7119,0.379746835443038,7149,0.12658227848101267
87,7159,7240,7159,0.35365853658536583,7188,0.13414634146341464,7199,0.36585365853658536,7229,0.14634146341463414
88,7241,7321,7241,0.345679012345679,7269,0.13580246913580246,7280,0.38271604938271603,7311,0.13580246913580246
89,7322,7406,7322,0.3411764705882353,7351,0.16470588235294117,7365,0.35294117647058826,7395,0.1411764705882353
90,7407,7487,7407,0.35802469135802467,7436,0.12345679012345678,7446,0.37037037037037035,7476,0.14814814814814814
91,7488,7571,7488,0.36904761904761907,7519,0.11904761904761904,7529,0.35714285714285715,7559,0.15476190476190477
92,7572,7655,7572,0.3333333333333333,7600,0.16666666666666666,7614,0.34523809523809523,7643,0.15476190476190477
93,7656,7737,7656,0.3780487804878049,7687,0.10975609756097561,7696,0.3780487804878049,7727,0.13414634146341464
94,7738,7819,7738,0.34146341463414637,7766,0.15853658536585366,7779,0.36585365853658536,7809,0.13414634146341464
95,7820,7900,7820,0.35802469135802467,7849,0.13580246913580246,7860,0.37037037037037035,7890,0.13580246913580246
96,7901,7981,7901,0.37037037037037035,7931,0.13580246913580246,7942,0.35802469135802467,7971,0.13580246913580246
97,7982,8060,7982,0.35443037974683544,8010,0.13924050632911392,8021,0.35443037974683544,8049,0.1518987341772152
98,8061,8139,8061,0.35443037974683544,8089,0.1518987341772152,8101,0.3670886075949367,8130,0.12658227848101267
99,8140,8219,8140,0.375,8170,0.125,8180,0.375,8210,0.125
100,8220,8299,8220,0.375,8250,0.1375,8261,0.35,8289,0.1375
101,8300,8377,8300,0.3717948717948718,8329,0.14102564102564102,8340,0.3717948717948718,8369,0.11538461538461539
102,8378,8456,8378,0.4050632911392405,8410,0.10126582278481013,8418,0.3670886075949367,8447,0.12658227848101267
