
Model Outputs
100
,,Hoang Trung Hieu lower pig:LAbsAnkleAngle,,,Hoang Trung Hieu lower pig:LAnkleAngles,,,Hoang Trung Hieu lower pig:LAnkleForce,,,Hoang Trung Hieu lower pig:LAnkleMoment,,,Hoang Trung Hieu lower pig:LAnklePower,,,Hoang Trung Hieu lower pig:LFE,,,,,,,,,Hoang Trung Hieu lower pig:LFO,,,,,,,,,Hoang Trung Hieu lower pig:LFootProgressAngles,,,Hoang Trung Hieu lower pig:LHipAngles,,,Hoang Trung Hieu lower pig:LHipForce,,,Hoang Trung Hieu lower pig:LHipMoment,,,Hoang Trung Hieu lower pig:LHipPower,,,Hoang Trung Hieu lower pig:LKneeAngles,,,Hoang Trung Hieu lower pig:LKneeForce,,,Hoang Trung Hieu lower pig:LKneeMoment,,,Hoang Trung Hieu lower pig:LKneePower,,,Hoang Trung Hieu lower pig:LPelvisAngles,,,Hoang Trung Hieu lower pig:LTI,,,,,,,,,Hoang Trung Hieu lower pig:LTO,,,,,,,,,Hoang Trung Hieu lower pig:PEL,,,,,,,,,Hoang Trung Hieu lower pig:RAbsAnkleAngle,,,Hoang Trung Hieu lower pig:RAnkleAngles,,,Hoang Trung Hieu lower pig:RAnkleForce,,,Hoang Trung Hieu lower pig:RAnkleMoment,,,Hoang Trung Hieu lower pig:RAnklePower,,,Hoang Trung Hieu lower pig:RFE,,,,,,,,,Hoang Trung Hieu lower pig:RFO,,,,,,,,,Hoang Trung Hieu lower pig:RFootProgressAngles,,,Hoang Trung Hieu lower pig:RHipAngles,,,Hoang Trung Hieu lower pig:RHipForce,,,Hoang Trung Hieu lower pig:RHipMoment,,,Hoang Trung Hieu lower pig:RHipPower,,,Hoang Trung Hieu lower pig:RKneeAngles,,,Hoang Trung Hieu lower pig:RKneeForce,,,Hoang Trung Hieu lower pig:RKneeMoment,,,Hoang Trung Hieu lower pig:RKneePower,,,Hoang Trung Hieu lower pig:RPelvisAngles,,,Hoang Trung Hieu lower pig:RTI,,,,,,,,,Hoang Trung Hieu lower pig:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
39,0,16.5974,0,0,16.8756,2.76668,-10.268,-0.149558,0.0411356,0.102373,-5.39766,7.18741e-15,1.09276,0,0,0.0271762,-3.12983,-17.9879,-19.5135,1266.9,596.661,436.038,402.5,402.5,402.5,16.3994,-84.5575,12.8525,1233.73,620.808,44.074,167.19,167.19,167.19,-85.6656,-1.58438,-18.9099,33.5039,4.55077,10.1059,-1.16216,0.106536,3.00332,606.125,148.928,-48.2623,0,0,0.0391941,36.5671,10.2021,-26.6341,-0.693512,0.504462,0.531229,30.7821,75.139,1.07688,0,0,-0.0359675,15.2911,3.45656,8.04443,-2.09387,20.8708,8.51189,1126.16,571.759,62.8349,375.637,375.637,375.637,16.3994,-84.5575,12.8525,1286.3,638.869,40.0894,55.7299,55.7298,55.7299,2.35747,15.504,-8.45548,1139.22,576.498,817.162,126.456,126.456,126.456,-14.0756,0,0,-15.0854,4.64097,-20.8588,-0.179258,0.0848434,0.0568757,-36.2483,6.99611e-15,-3.88097,0,0,0.0374619,-5.88451,-0.211337,17.684,1137.8,471.872,398.138,419.915,419.915,419.915,-24.4385,36.8735,0.562368,725.192,484.026,442.392,160.562,160.562,160.562,38.9672,7.58895,-22.8549,17.5999,-6.709,26.5068,0.697524,-0.309032,3.30967,-499.459,132.276,49.9144,0,0,2.36943,112.791,24.7204,6.9811,-0.663236,0.167831,0.118236,144.828,-57.2274,-9.88578,0,0,-1.11583,15.2911,-3.45656,-8.04443,1.88302,108.893,-13.3351,798.195,536.581,513.981,340.611,340.611,340.611,-24.4385,36.8735,0.562365,694.177,463.239,404.046,53.5206,53.5207,53.5206
40,0,18.8231,0,0,19.224,2.94889,-11.5054,-0.129195,0.0340459,0.0629514,-5.84525,-4.45456e-15,1.03152,0,0,0.0224594,-3.40017,-17.6388,-19.2958,1260.97,596.447,430.286,402.278,402.278,402.278,16.6992,-84.4811,12.8629,1212.06,621.08,44.3271,167.19,167.19,167.19,-85.6415,-1.76127,-19.12,33.1135,4.87895,10.0444,-1.23161,-0.13702,3.07671,684.682,29.3088,-34.3884,0,0,0.626502,38.5856,10.5613,-25.2,-0.844337,0.420992,0.396132,6.79705,54.837,1.07563,0,0,0.0124695,15.2585,3.43649,7.84089,-2.1363,23.233,7.45312,1104.68,571.602,63.0844,375.85,375.85,375.85,16.6992,-84.4812,12.8629,1264.56,639.334,40.3254,55.7299,55.7299,55.7299,2.3673,15.4652,-8.24978,1136.09,577.45,811.787,126.456,126.456,126.456,-13.5971,0,0,-14.5028,4.52075,-20.1548,-0.140784,0.0996393,0.0838475,-34.7528,2.62354e-15,-4.44679,0,0,0.04687,-6.43211,-3.04904,16.9951,1155.68,471.873,393.672,419.975,419.975,419.975,-23.5929,36.9964,1.0314,743.379,480.983,443.722,160.562,160.562,160.562,38.863,6.84156,-22.2222,20.3854,-6.4572,25.8081,0.595532,-0.329599,3.54109,-411.389,123.92,55.3406,0,0,2.17436,116.57,22.6996,8.05329,-0.65462,0.152891,-0.117155,159.018,-64.3114,-9.90277,0,0,-1.0705,15.2585,-3.43649,-7.84089,1.6097,109.869,-12.5464,816.484,532.555,515.919,341.62,341.62,341.62,-23.5929,36.9964,1.0314,712.292,460.742,405.143,53.5206,53.5206,53.5206
41,0,20.5181,0,0,21.0174,3.05729,-12.2365,-0.124384,0.028846,0.0194985,-6.61915,6.92096e-15,0.690907,0,0,0.018225,-3.58555,-16.8305,-19.171,1251.98,597.044,424.946,401.919,401.919,401.919,16.8964,-84.3277,12.9247,1190.79,621.653,44.4033,167.19,167.19,167.19,-85.5161,-1.8224,-19.2983,32.3305,5.01589,10.1189,-1.12122,-0.378468,3.16881,690.684,-90.3084,-19.1013,0,0,1.16768,39.6469,10.8688,-24.372,-0.952577,0.308505,0.353198,-23.3054,35.5249,0.819725,0,0,0.028876,15.31,3.32457,7.68537,-2.20983,25.1321,6.87218,1083.61,571.827,63.3711,375.652,375.652,375.652,16.8963,-84.3277,12.9248,1243.22,640.071,40.2912,55.7299,55.73,55.7299,2.27348,15.5056,-8.08165,1132.88,578.223,807.769,126.456,126.456,126.456,-12.8932,0,0,-13.7003,4.42498,-19.5894,-0.103617,0.111581,0.103379,-32.2043,8.74514e-16,-5.06784,0,0,0.0539509,-6.91529,-6.02873,16.3154,1174.33,472.105,391.789,420.045,420.045,420.045,-22.9845,36.2535,1.33267,762.168,478.153,442.522,160.562,160.562,160.562,37.9313,6.17992,-21.8176,23.3659,-6.0338,25.1275,0.487702,-0.338023,3.68644,-312.345,113.386,60.0596,0,0,1.80234,119.698,20.8878,8.72711,-0.615906,0.14028,-0.331987,169.119,-70.8627,-9.84157,0,0,-0.944641,15.31,-3.32457,-7.68537,1.36233,110.141,-11.8458,834.196,529.126,516.21,342.637,342.637,342.637,-22.9845,36.2535,1.33269,731.624,458.262,403.331,53.5206,53.5207,53.5206
42,0,21.7667,0,0,22.328,3.10434,-12.5526,-0.131867,0.0248083,-0.0147167,-6.94881,-4.33841e-16,0.229595,0,0,0.0128918,-3.72272,-15.565,-19.1334,1240.01,598.178,420.2,401.472,401.472,401.472,17.0294,-84.1396,12.9804,1169.67,622.404,44.3275,167.19,167.19,167.19,-85.3433,-1.83925,-19.4325,31.1568,4.98489,10.3247,-0.854359,-0.568488,3.28459,624.861,-185.992,-5.88325,0,0,1.48077,39.7978,11.0908,-24.0639,-1.00574,0.191819,0.409863,-52.296,19.8616,0.437908,0,0,-0.0166314,15.4467,3.11004,7.57353,-2.27957,26.6022,6.67081,1062.66,572.322,63.6056,375.101,375.101,375.101,17.0294,-84.1396,12.9803,1222.05,640.945,40.0608,55.7299,55.7298,55.7299,2.06618,15.6259,-7.945,1129.71,578.787,805.198,126.456,126.456,126.456,-11.9511,0,0,-12.6654,4.35729,-19.1873,-0.070182,0.119396,0.11223,-28.7404,-8.74514e-16,-5.63111,0,0,0.0569788,-7.33369,-9.07943,15.7283,1193.37,472.516,392.618,420.154,420.154,420.154,-22.643,34.6256,1.46148,781.305,475.597,438.83,160.562,160.562,160.562,36.152,5.6167,-21.6586,26.4753,-5.44467,24.5134,0.382119,-0.333834,3.73582,-208.791,99.1839,63.4734,0,0,1.29537,122.158,19.4174,9.09437,-0.556332,0.129851,-0.507398,173.428,-76.0828,-9.64288,0,0,-0.743094,15.4467,-3.11004,-7.57353,1.14794,109.7,-11.2648,850.995,526.39,514.854,343.514,343.514,343.514,-22.643,34.6256,1.46151,751.96,455.843,398.666,53.5207,53.5206,53.5206
43,0,22.609,0,0,23.1933,3.10228,-12.5388,-0.146758,0.021076,-0.0330061,-6.31844,-1.06581e-15,-0.234408,0,0,0.00672208,-3.8507,-13.8812,-19.1596,1225.38,599.555,416.302,401.021,401.021,401.021,17.1206,-83.9018,12.984,1148.5,623.229,44.1678,167.19,167.19,167.19,-85.1139,-1.85546,-19.5098,29.6305,4.81324,10.6321,-0.488349,-0.67079,3.42386,503.266,-241.638,3.58306,0,0,1.47348,39.1485,11.1813,-24.1782,-1.00209,0.0923552,0.551359,-74.6748,8.60855,0.00890324,0,0,-0.109642,15.6671,2.78749,7.49834,-2.31527,27.6991,6.75693,1041.64,572.998,63.8653,374.346,374.346,374.346,17.1206,-83.9018,12.984,1200.84,641.841,39.6934,55.7299,55.7299,55.7299,1.74128,15.8239,-7.8312,1126.71,579.123,804.124,126.456,126.456,126.456,-10.7825,0,0,-11.4079,4.31627,-18.9426,-0.0429184,0.122127,0.109277,-24.6564,1.74903e-15,-5.96754,0,0,0.0552798,-7.6966,-12.1236,15.3206,1212.37,473.063,396.159,420.313,420.313,420.313,-22.5676,32.1328,1.40676,800.615,473.375,432.75,160.562,160.562,160.562,33.5406,5.15828,-21.7369,29.6404,-4.7063,24.0171,0.283921,-0.317718,3.68532,-107.205,80.0487,64.9846,0,0,0.719801,123.94,18.3922,9.24741,-0.485581,0.120494,-0.629648,171.228,-79.1515,-9.20189,0,0,-0.48797,15.6671,-2.78749,-7.49834,0.967108,108.559,-10.8265,866.65,524.393,511.826,344.15,344.15,344.15,-22.5676,32.1328,1.40674,773.146,453.554,391.313,53.5207,53.5207,53.5207
44,0,23.0328,0,0,23.6017,3.0595,-12.2514,-0.163944,0.0173707,-0.0331788,-4.52874,-2.93782e-15,-0.625624,0,0,0.00141178,-3.9992,-11.8444,-19.2177,1208.57,600.93,413.551,400.645,400.645,400.645,17.189,-83.5395,12.8998,1127.17,624.059,44.0013,167.19,167.19,167.19,-84.756,-1.89522,-19.5256,27.8146,4.52454,10.9989,-0.0940349,-0.668768,3.57703,349.733,-249.521,8.75358,0,0,1.16808,37.8449,11.1015,-24.6374,-0.945405,0.0255536,0.748747,-86.7192,1.80491,-0.412589,0,0,-0.210244,15.9665,2.3576,7.45186,-2.29006,28.4867,7.07477,1020.45,573.792,64.3566,373.572,373.572,373.572,17.189,-83.5395,12.8998,1179.47,642.686,39.2006,55.7299,55.7299,55.7299,1.30095,16.095,-7.73101,1123.98,579.219,804.562,126.456,126.456,126.456,-9.42534,0,0,-9.9633,4.29663,-18.8252,-0.023798,0.11933,0.0957325,-20.3507,4.37257e-15,-5.90389,0,0,0.0494935,-8.02197,-15.0837,15.1709,1230.87,473.714,402.277,420.508,420.508,420.508,-22.729,28.8353,1.15465,820.007,471.547,424.441,160.562,160.562,160.562,30.1509,4.8048,-22.0225,32.7873,-3.84443,23.6877,0.196677,-0.292294,3.53924,-13.5175,55.5981,64.1394,0,0,0.152014,125.031,17.8859,9.26568,-0.412543,0.110677,-0.692827,162.764,-79.3819,-8.40848,0,0,-0.212793,15.9665,-2.3576,-7.45186,0.817896,106.749,-10.5434,881.058,523.139,507.069,344.497,344.497,344.497,-22.729,28.8353,1.15462,795.086,451.478,381.539,53.5207,53.5207,53.5207
45,0,22.9755,0,0,23.4927,2.97917,-11.7101,-0.179052,0.0138284,-0.0170334,-1.69581,1.68344e-14,-0.906534,0,0,-0.000145608,-4.1809,-9.53408,-19.2783,1190.14,602.155,412.248,400.387,400.387,400.387,17.2519,-82.9295,12.7054,1105.67,624.871,43.8841,167.19,167.19,167.19,-84.1467,-1.96482,-19.4857,25.7843,4.13427,11.3818,0.269257,-0.564482,3.72293,186.729,-209.414,9.74275,0,0,0.666018,36.0403,10.8366,-25.3985,-0.840077,-0.00125301,0.968242,-86.3995,-0.708552,-0.777895,0,0,-0.275983,16.3378,1.82763,7.42668,-2.18164,29.027,7.61487,999.14,574.667,65.3627,372.947,372.947,372.947,17.252,-82.9295,12.7053,1157.93,643.461,38.5261,55.7299,55.7299,55.7299,0.753966,16.4319,-7.6362,1121.58,579.072,806.487,126.456,126.456,126.456,-7.94193,0,0,-8.39231,4.29121,-18.7928,-0.0144637,0.111092,0.0746166,-16.2947,3.0608e-15,-5.3213,0,0,0.0413156,-8.33317,-17.8879,15.3397,1248.46,474.446,410.719,420.707,420.708,420.707,-23.0763,24.8304,0.695154,839.466,470.158,414.113,160.562,160.562,160.562,26.073,4.55073,-22.4708,35.8471,-2.89143,23.5678,0.121429,-0.261646,3.31091,67.405,26.8647,60.6702,0,0,-0.338454,125.426,17.9428,9.20509,-0.34434,0.0988815,-0.697843,149.064,-76.2889,-7.20104,0,0,0.0455466,16.3378,-1.82763,-7.42668,0.700844,104.313,-10.4162,894.262,522.594,500.509,344.556,344.556,344.556,-23.0763,24.8304,0.695106,817.729,449.701,369.689,53.5207,53.5207,53.5207
46,0,22.3374,0,0,22.7703,2.85909,-10.8969,-0.18946,0.0110899,0.00979965,1.74261,-1.33637e-14,-0.993195,0,0,0.00511061,-4.3894,-7.03162,-19.3189,1170.68,603.206,412.656,400.242,400.242,400.242,17.3165,-81.9192,12.3965,1084.09,625.676,43.8293,167.19,167.19,167.19,-83.1301,-2.04737,-19.4024,23.6156,3.6488,11.7428,0.561763,-0.378609,3.8332,32.5484,-129.05,7.29081,0,0,0.100621,33.8749,10.4019,-26.4505,-0.694535,0.00978923,1.17635,-74.1961,0.677805,-0.965469,0,0,-0.281484,16.7715,1.21134,7.41713,-1.9747,29.3725,8.40715,977.889,575.615,67.1866,372.584,372.584,372.584,17.3165,-81.9192,12.3965,1136.28,644.19,37.5417,55.7299,55.7299,55.7299,0.11549,16.8258,-7.54108,1119.57,578.689,809.843,126.456,126.456,126.456,-6.41193,0,0,-6.77518,4.29342,-18.806,-0.0160004,0.0982578,0.0493512,-12.9573,-1.31177e-15,-4.22647,0,0,0.0327953,-8.65401,-20.4754,15.8608,1264.78,475.241,421.137,420.872,420.872,420.872,-23.5474,20.2442,0.0280384,859.041,469.233,402.002,160.562,160.562,160.562,21.4262,4.38599,-23.0315,38.7597,-1.88276,23.6869,0.0594336,-0.229011,3.02057,131.964,-4.18122,54.7231,0,0,-0.701823,125.127,18.5806,9.092,-0.286255,0.0849037,-0.65156,131.444,-69.8828,-5.6278,0,0,0.25466,16.7715,-1.21134,-7.41713,0.623803,101.304,-10.4335,906.438,522.691,492.069,344.363,344.363,344.363,-23.5474,20.2441,0.028092,841.048,448.293,356.151,53.5207,53.5207,53.5207
47,0,21.0004,0,0,21.3242,2.69326,-9.76653,-0.19436,0.00983462,0.039811,5.09705,-2.96515e-15,-0.724356,0,0,0.0179966,-4.60249,-4.41197,-19.3234,1150.74,604.164,414.958,400.165,400.165,400.165,17.3634,-80.3523,11.994,1062.58,626.51,43.7994,167.19,167.19,167.19,-81.5401,-2.09254,-19.2861,21.3781,3.0679,12.0488,0.775575,-0.141739,3.87582,-104.451,-20.859,2.58819,0,0,-0.422831,31.4634,9.83851,-27.7984,-0.515663,0.0473804,1.3457,-51.641,5.0587,-0.767083,0,0,-0.221148,17.2568,0.528365,7.42,-1.6634,29.5638,9.49964,956.972,576.66,70.1,372.523,372.523,372.523,17.3634,-80.3524,11.994,1114.61,644.916,36.0607,55.7299,55.73,55.73,-0.593771,17.2667,-7.44333,1117.97,578.083,814.541,126.456,126.456,126.456,-4.92022,0,0,-5.19958,4.29949,-18.8424,-0.0284798,0.0822116,0.0227394,-10.7049,-1.74903e-15,-2.75612,0,0,0.0255567,-9.00321,-22.7992,16.7356,1279.56,476.08,433.12,420.962,420.963,420.963,-24.0802,15.217,-0.834644,878.83,468.772,388.361,160.562,160.562,160.562,16.345,4.29785,-23.6575,41.477,-0.853081,24.0573,0.0139755,-0.197715,2.69232,177.838,-34.7053,46.8332,0,0,-0.914102,124.144,19.7908,8.92201,-0.2425,0.0697918,-0.564234,111.004,-60.6727,-3.84269,0,0,0.391626,17.2568,-0.528365,-7.42,0.605681,97.7806,-10.5696,917.881,523.348,481.703,343.978,343.978,343.978,-24.0802,15.217,-0.834702,865.034,447.296,341.319,53.5207,53.5207,53.5207
48,0,18.8511,0,0,19.0562,2.47379,-8.25859,-0.195226,0.0106643,0.0645455,7.48125,1.01389e-14,0.127956,0,0,0.0338661,-4.7884,-1.74022,-19.276,1130.83,605.183,419.227,400.098,400.098,400.098,17.3339,-78.0954,11.5499,1041.32,627.411,43.7126,167.19,167.19,167.19,-79.2261,-2.0082,-19.1338,19.1314,2.38917,12.2658,0.914687,0.110244,3.82567,-219.653,98.9517,-2.83203,0,0,-0.829044,28.8949,9.19946,-29.4407,-0.316019,0.0951755,1.45567,-22.2511,11.1723,0.0757731,0,0,-0.110994,17.7829,-0.197207,7.43449,-1.25112,29.6291,10.9359,936.724,577.864,74.2978,372.737,372.737,372.737,17.3339,-78.0955,11.55,1093.04,645.678,33.8704,55.7299,55.7299,55.7299,-1.34906,17.745,-7.34406,1116.77,577.277,820.464,126.456,126.456,126.456,-3.54265,0,0,-3.74493,4.30989,-18.9045,-0.0507254,0.0648945,-0.00346854,-9.72557,-2.62354e-15,-1.15961,0,0,0.0203772,-9.38935,-24.8284,17.932,1292.62,476.945,446.229,420.95,420.95,420.95,-24.6199,9.88623,-1.8705,898.968,468.754,373.443,160.562,160.562,160.562,10.9625,4.27267,-24.3095,43.9635,0.167219,24.6689,-0.0146623,-0.167373,2.35177,205.158,-62.4045,38.0156,0,0,-0.983067,122.489,21.5367,8.66396,-0.214796,0.0560097,-0.448906,88.7588,-49.7892,-2.08657,0,0,0.446245,17.7829,0.197207,-7.43449,0.6772,93.8049,-10.7825,928.967,524.476,469.42,343.476,343.476,343.476,-24.6199,9.88623,-1.8705,889.692,446.722,325.558,53.5207,53.5206,53.5207
49,0,15.8058,0,0,15.9049,2.19345,-6.31578,-0.195419,0.0140996,0.0769504,7.97633,-1.07128e-14,1.76602,0,0,0.0409773,-4.91226,0.928514,-19.1568,1111.39,606.439,425.416,399.999,399.999,399.999,17.1289,-75.0636,11.1537,1020.43,628.406,43.4707,167.19,167.19,167.19,-76.0786,-1.66011,-18.9226,16.9264,1.61267,12.3559,1.00091,0.344486,3.66981,-314.341,213.873,-7.40416,0,0,-1.0913,26.239,8.53803,-31.3533,-0.109673,0.134931,1.49712,9.73107,17.5156,1.75252,0,0,0.0215245,18.3392,-0.9387,7.46184,-0.747959,29.5878,12.7376,917.497,579.32,79.8675,373.155,373.155,373.155,17.1289,-75.0636,11.1536,1071.6,646.479,30.7872,55.7299,55.7298,55.7299,-2.12343,18.2516,-7.24758,1115.95,576.297,827.465,126.456,126.456,126.456,-2.33408,0,0,-2.46895,4.32935,-19.0207,-0.0800919,0.048106,-0.0284623,-9.97586,1.74903e-15,0.302571,0,0,0.0171377,-9.80757,-26.548,19.3865,1303.85,477.82,460.025,420.823,420.823,420.822,-25.1216,4.37132,-3.05092,919.621,469.144,357.502,160.562,160.562,160.562,5.39509,4.29701,-24.9561,46.196,1.15465,25.4881,-0.0244046,-0.136452,2.02004,215.191,-85.7151,29.5622,0,0,-0.935779,120.172,23.7485,8.26634,-0.203203,0.0465628,-0.318846,65.5594,-38.7424,-0.590924,0,0,0.421986,18.3392,0.9387,-7.46184,0.877401,89.4408,-11.012,940.112,525.985,455.306,342.941,342.941,342.941,-25.1216,4.37131,-3.05089,915.058,446.562,309.194,53.5206,53.5207,53.5207
50,0,11.8367,0,0,11.8646,1.84865,-3.90622,-0.199711,0.0207731,0.072789,5.83242,4.15394e-15,4.23822,0,0,0.0232078,-4.94139,3.54659,-18.9392,1092.78,608.086,433.346,399.86,399.86,399.86,16.6303,-71.2408,10.9334,999.989,629.5,43.0072,167.19,167.19,167.19,-72.056,-0.887234,-18.6104,14.8063,0.744656,12.2771,1.05197,0.534854,3.41316,-389.064,309.421,-10.0491,0,0,-1.20633,23.5561,7.89895,-33.4845,0.0846957,0.153646,1.47239,39.2435,23.2817,4.24992,0,0,0.14224,18.9165,-1.66895,7.50436,-0.166295,29.4545,14.8979,899.609,581.142,86.7742,373.685,373.685,373.685,16.6303,-71.2408,10.9335,1050.24,647.285,26.7353,55.7299,55.7299,55.7299,-2.88995,18.7787,-7.16003,1115.46,575.173,835.379,126.456,126.456,126.456,-1.32231,0,0,-1.40054,4.36553,-19.2364,-0.113222,0.0333329,-0.0512742,-11.2321,-8.74514e-16,1.42219,0,0,0.0151899,-10.2384,-27.9579,21.0089,1313.23,478.697,474.095,420.586,420.585,420.586,-25.548,-1.23605,-4.3445,940.969,469.903,340.795,160.562,160.562,160.562,-0.268353,4.3572,-25.5703,48.1632,2.0939,26.457,-0.0196033,-0.101471,1.71215,211.08,-104.248,22.7019,0,0,-0.81315,117.19,26.3174,7.66381,-0.203521,0.0436653,-0.186795,42.891,-29.0771,0.471856,0,0,0.337463,18.9165,1.66895,-7.50436,1.24528,84.7513,-11.1809,951.721,527.795,439.534,342.464,342.464,342.464,-25.548,-1.236,-4.34456,941.195,446.803,292.517,53.5207,53.5207,53.5207
51,0,6.99524,0,0,6.9964,1.44249,-1.05059,-0.212353,0.0315178,0.0507842,0.760681,1.39922e-14,7.35455,0,0,-0.0316504,-4.84915,6.07101,-18.5937,1075.33,610.226,442.724,399.715,399.715,399.715,15.7427,-66.6902,11.0496,979.959,630.682,42.354,167.19,167.19,167.19,-67.2065,0.466919,-18.1488,12.8097,-0.200974,11.9892,1.08247,0.663739,3.07828,-443.593,374.554,-10.3255,0,0,-1.1912,20.9048,7.31659,-35.7619,0.246719,0.14566,1.39468,61.236,28.5338,7.31519,0,0,0.218859,19.5072,-2.36253,7.56432,0.482947,29.2443,17.3839,883.309,583.448,94.8687,374.237,374.237,374.237,15.7427,-66.6901,11.0496,1028.78,648.042,21.8378,55.7299,55.7299,55.7299,-3.62346,19.32,-7.08783,1115.26,573.935,844.016,126.456,126.456,126.456,-0.509786,0,0,-0.541134,4.4267,-19.5996,-0.146504,0.0211895,-0.0704172,-13.1425,-3.49806e-15,2.12087,0,0,0.0136995,-10.6492,-29.0712,22.6912,1320.82,479.582,488.064,420.262,420.262,420.262,-25.8646,-6.8736,-5.71775,963.184,471.003,323.584,160.562,160.562,160.562,-5.96843,4.43802,-26.1247,49.8628,2.97794,27.4975,-0.0066869,-0.0595257,1.43481,196.531,-118.326,18.1709,0,0,-0.654504,113.523,29.0923,6.78264,-0.208981,0.0475077,-0.0638457,22.6828,-21.914,1.05808,0,0,0.222062,19.5072,2.36253,-7.56432,1.80737,79.7975,-11.2017,964.148,529.832,422.349,342.139,342.139,342.139,-25.8646,-6.87355,-5.71776,968.181,447.436,275.791,53.5207,53.5207,53.5207
52,0,1.42898,0,0,1.42999,0.988314,2.14821,-0.234285,0.0463263,0.0130377,-6.83312,3.49806e-15,10.6588,0,0,-0.121735,-4.61787,8.46144,-18.0948,1059.27,612.888,453.168,399.638,399.637,399.638,14.4456,-61.5524,11.6739,960.254,631.962,41.7019,167.19,167.19,167.19,-61.6789,2.51225,-17.5101,10.9703,-1.20292,11.4626,1.10264,0.724351,2.6968,-477.829,403.618,-8.48716,0,0,-1.07932,18.349,6.81727,-38.1024,0.360739,0.113244,1.28299,72.2141,33.9957,10.5295,0,0,0.232586,20.1047,-2.9975,7.64283,1.19169,28.9769,20.1407,868.729,586.331,103.919,374.732,374.732,374.732,14.4456,-61.5523,11.6739,1007.04,648.73,16.488,55.7299,55.7299,55.7299,-4.30241,19.8703,-7.03662,1115.3,572.614,853.178,126.456,126.456,126.456,0.119991,0,0,0.12781,4.51889,-20.1439,-0.177116,0.0116686,-0.0842185,-15.3412,-8.74514e-16,2.43615,0,0,0.0120071,-10.9979,-29.9107,24.3167,1326.69,480.5,501.603,419.886,419.886,419.886,-26.0388,-12.5053,-7.13358,986.416,472.42,306.126,160.562,160.562,160.562,-11.6724,4.52134,-26.5894,51.2998,3.80677,28.5176,0.00790968,-0.00953443,1.1875,174.827,-128.435,16.1852,0,0,-0.488617,109.135,31.8797,5.54627,-0.212262,0.0566302,0.0426968,6.87768,-17.8518,1.23177,0,0,0.108229,20.1047,2.9975,-7.64283,2.56486,74.6356,-10.99,977.668,532.029,404.037,342.052,342.052,342.052,-26.0388,-12.5052,-7.13359,996.099,448.464,259.256,53.5207,53.5207,53.5207
53,0,-4.61652,0,0,-4.63784,0.51219,5.48682,-0.260574,0.0630817,-0.0357231,-15.8036,1.74903e-15,13.5607,0,0,-0.226957,-4.24093,10.6795,-17.4274,1044.8,616.036,464.238,399.72,399.72,399.72,12.8367,-56.0301,12.9476,940.788,633.404,41.4165,167.19,167.19,167.19,-55.7099,5.27048,-16.7192,9.31747,-2.23422,10.6861,1.11544,0.717365,2.30137,-491.45,395.185,-5.1207,0,0,-0.911247,15.9619,6.42243,-40.4196,0.41774,0.0637782,1.15454,70.4346,40.2203,13.4981,0,0,0.184039,20.7032,-3.55654,7.73891,1.95359,28.6826,23.093,855.859,589.831,113.655,375.114,375.114,375.114,12.8367,-56.0301,12.9476,984.885,649.436,11.3465,55.7299,55.7299,55.7299,-4.90948,20.4247,-7.00956,1115.52,571.235,862.653,126.456,126.456,126.456,0.592322,0,0,0.633928,4.6434,-20.873,-0.203236,0.00417413,-0.0913205,-17.4985,-2.62354e-15,2.50274,0,0,0.00976508,-11.238,-30.5051,25.7703,1330.98,481.498,514.429,419.496,419.496,419.496,-26.0394,-18.1142,-8.54982,1010.77,474.135,288.668,160.562,160.562,160.562,-17.3671,4.58603,-26.9316,52.4831,4.58547,29.4195,0.0205471,0.0452078,0.965805,148.54,-134.371,16.3998,0,0,-0.332133,103.992,34.4502,3.88725,-0.20761,0.0678396,0.129707,-3.261,-16.7778,1.14745,0,0,0.0208591,20.7032,3.55654,-7.73891,3.48506,69.3151,-10.4808,992.464,534.315,384.895,342.28,342.28,342.28,-26.0394,-18.1142,-8.54975,1025.01,449.894,243.127,53.5206,53.5207,53.5207
