
Model Outputs
100
,,Hoang Trung Hieu lower pig:LAbsAnkleAngle,,,Hoang Trung Hieu lower pig:LAnkleAngles,,,Hoang Trung Hieu lower pig:LAnkleForce,,,Hoang Trung Hieu lower pig:LAnkleMoment,,,Hoang Trung Hieu lower pig:LAnklePower,,,Hoang Trung Hieu lower pig:LFE,,,,,,,,,Hoang Trung Hieu lower pig:LFO,,,,,,,,,Hoang Trung Hieu lower pig:LFootProgressAngles,,,Hoang Trung Hieu lower pig:LHipAngles,,,Hoang Trung Hieu lower pig:LHipForce,,,Hoang Trung Hieu lower pig:LHipMoment,,,Hoang Trung Hieu lower pig:LHipPower,,,Hoang Trung Hieu lower pig:LKneeAngles,,,Hoang Trung Hieu lower pig:LKneeForce,,,Hoang Trung Hieu lower pig:LKneeMoment,,,Hoang Trung Hieu lower pig:LKneePower,,,Hoang Trung Hieu lower pig:LPelvisAngles,,,Hoang Trung Hieu lower pig:LTI,,,,,,,,,Hoang Trung Hieu lower pig:LTO,,,,,,,,,Hoang Trung Hieu lower pig:PEL,,,,,,,,,Hoang Trung Hieu lower pig:RAbsAnkleAngle,,,Hoang Trung Hieu lower pig:RAnkleAngles,,,Hoang Trung Hieu lower pig:RAnkleForce,,,Hoang Trung Hieu lower pig:RAnkleMoment,,,Hoang Trung Hieu lower pig:RAnklePower,,,Hoang Trung Hieu lower pig:RFE,,,,,,,,,Hoang Trung Hieu lower pig:RFO,,,,,,,,,Hoang Trung Hieu lower pig:RFootProgressAngles,,,Hoang Trung Hieu lower pig:RHipAngles,,,Hoang Trung Hieu lower pig:RHipForce,,,Hoang Trung Hieu lower pig:RHipMoment,,,Hoang Trung Hieu lower pig:RHipPower,,,Hoang Trung Hieu lower pig:RKneeAngles,,,Hoang Trung Hieu lower pig:RKneeForce,,,Hoang Trung Hieu lower pig:RKneeMoment,,,Hoang Trung Hieu lower pig:RKneePower,,,Hoang Trung Hieu lower pig:RPelvisAngles,,,Hoang Trung Hieu lower pig:RTI,,,,,,,,,Hoang Trung Hieu lower pig:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
323,0,17.2487,0,0,17.6457,3.02026,-11.9872,-0.13875,0.0417435,0.0930306,-0.894302,1.37189e-14,2.35081,0,0,0.00708288,-0.470103,-15.3613,-14.0628,1323.31,615.545,430.812,403.45,403.45,403.45,27.5355,-82.6808,21.8597,1278.04,644.239,44.1035,166.935,166.935,166.935,-85.8256,-2.56615,-31.9902,30.2044,2.97853,11.3208,-0.846281,0.0598655,3.03599,432.094,119.664,-34.0679,0,0,0.501043,33.9311,12.3516,-31.8646,-0.581257,0.432925,0.687985,22.9415,57.4076,2.25622,0,0,-0.000583156,14.902,1.82769,1.84703,-2.78279,21.426,19.9325,1184.52,571.824,61.3249,373.107,373.107,373.107,27.5356,-82.6807,21.8597,1325.11,673.718,40.6681,55.6449,55.6449,55.6449,1.57707,14.9289,-2.0741,1215.42,568.749,818.484,126.456,126.456,126.456,-5.30243,0,0,-5.93904,5.69366,-26.73,-0.256479,0.0785553,0.0165765,-33.2999,1.74903e-15,-11.3403,0,0,0.0615323,-2.25098,6.2581,25.8952,1172.58,479.634,402.014,417.81,417.81,417.81,-35.7557,5.65603,-1.74593,788.886,449.821,288.722,160.43,160.43,160.43,7.1661,4.10839,-35.5779,9.53805,-5.06111,27.8789,0.688998,-0.192362,3.15294,-537.902,112.53,30.6934,0,0,2.02269,78.6613,32.9113,-11.421,-0.581632,0.188799,0.777289,99.1805,-42.969,-15.9995,0,0,-0.807062,14.902,-1.82769,-1.84703,-1.86077,85.7809,-13.2714,810.819,523.96,373.676,341.568,341.568,341.568,-35.7557,5.65604,-1.74596,783.461,418.708,245.568,53.4767,53.4767,53.4767
324,0,19.1385,0,0,19.6345,3.11999,-12.6576,-0.1173,0.0369187,0.0591318,0.898682,1.50307e-15,2.0753,0,0,-0.000445887,-0.576788,-14.4897,-13.473,1314.55,616.911,425.458,402.712,402.712,402.712,28.0146,-82.7304,21.6394,1256.86,644.993,44.2764,166.935,166.935,166.935,-86.0668,-3.09294,-32.1647,29.2658,3.18822,11.2466,-0.951268,-0.101956,3.14924,508.721,33.4257,-23.7609,0,0,0.874799,35.0459,12.4513,-30.6601,-0.718327,0.394976,0.59693,-4.50232,44.4311,1.94005,0,0,0.0294498,14.8548,1.79926,1.30141,-2.7083,23.3279,19.4566,1163.53,572.21,60.9809,373.051,373.051,373.051,28.0146,-82.7305,21.6395,1303.85,674.616,41.0454,55.6449,55.6449,55.645,1.62039,14.8734,-1.52724,1213.3,569.56,813.849,126.456,126.456,126.456,-4.42017,0,0,-4.92946,5.60309,-26.2463,-0.220694,0.0960936,0.0298976,-31.5827,-3.49806e-15,-12.5714,0,0,0.0614431,-2.70575,3.85469,25.198,1188.46,481.191,395.38,418.309,418.309,418.309,-35.5438,5.8886,-0.822264,804.132,446.955,291.974,160.43,160.43,160.43,7.07947,3.11364,-35.4183,11.8462,-4.94789,26.7626,0.570619,-0.181175,3.3565,-474.695,99.2736,36.742,0,0,2.0381,83.4057,31.5881,-9.41278,-0.640897,0.156849,0.6062,109.532,-50.1786,-16.685,0,0,-0.830108,14.8548,-1.79926,-1.30141,-2.64935,87.3239,-12.7887,825.78,521.008,377.075,341.319,341.319,341.319,-35.5438,5.88858,-0.822258,798.761,415.963,248.726,53.4768,53.4767,53.4767
325,0,20.3666,0,0,20.928,3.17255,-13.0095,-0.109416,0.0309922,0.0183249,1.25662,-1.913e-15,0.942591,0,0,-0.00172969,-0.647527,-13.2953,-12.791,1303.4,618.593,420.909,401.863,401.863,401.863,28.4225,-82.4665,21.4922,1235.89,646.12,44.0893,166.935,166.935,166.935,-85.9307,-3.41816,-32.3687,28.105,3.22443,11.0837,-0.953441,-0.271355,3.25318,545.641,-60.6534,-12.7885,0,0,1.20744,35.4666,12.3968,-29.7947,-0.835825,0.329465,0.55261,-36.9454,31.3485,0.847323,0,0,0.00998907,14.9041,1.70057,0.81705,-2.63349,24.8526,19.3365,1142.89,572.953,60.9298,372.777,372.777,372.777,28.4224,-82.4666,21.4923,1282.77,675.91,40.7542,55.6449,55.6449,55.6449,1.58467,14.9149,-1.03354,1210.9,570.182,810.439,126.456,126.456,126.456,-3.56716,0,0,-3.95688,5.48789,-25.6251,-0.184955,0.110107,0.0415649,-29.4987,-3.49806e-15,-13.006,0,0,0.0594809,-3.08244,1.28754,24.4425,1205.16,483.179,390.913,418.645,418.645,418.645,-35.1674,5.57152,-0.047254,821.069,444.497,293.346,160.43,160.43,160.43,6.41044,2.07805,-35.0994,14.399,-4.70529,25.6481,0.444619,-0.167079,3.48674,-397.856,86.3899,42.7201,0,0,1.90624,87.5175,30.0477,-7.86792,-0.667854,0.126034,0.42414,119.306,-57.5189,-16.5691,0,0,-0.805478,14.9041,-1.70057,-0.81705,-3.41001,88.2886,-12.2583,841.576,518.225,379.01,341.463,341.463,341.463,-35.1673,5.57151,-0.0472747,816.185,413.748,249.867,53.4768,53.4767,53.4767
326,0,20.9841,0,0,21.5641,3.17253,-13.0093,-0.115187,0.0256788,-0.0184491,0.645609,-8.03118e-15,-0.43818,0,0,-0.000255268,-0.693134,-11.7729,-12.0628,1289.88,620.418,417.32,400.959,400.959,400.959,28.7528,-81.9133,21.3535,1214.94,647.429,43.5236,166.935,166.935,166.935,-85.4465,-3.589,-32.5583,26.7158,3.08985,10.8632,-0.848866,-0.415455,3.35415,535.423,-144.432,-3.48304,0,0,1.40185,35.2044,12.2109,-29.2992,-0.916093,0.251464,0.572569,-68.1325,20.5903,-0.428997,0,0,-0.0663251,15.0477,1.52073,0.406914,-2.53167,26.0239,19.5607,1122.34,573.925,61.0947,372.395,372.395,372.395,28.7528,-81.9133,21.3534,1261.69,677.374,39.8002,55.6449,55.6449,55.6449,1.45855,15.0522,-0.604288,1208.32,570.605,808.343,126.456,126.456,126.456,-2.73959,0,0,-3.02108,5.35865,-24.9203,-0.151743,0.118525,0.0489227,-27.1904,3.49806e-15,-12.5362,0,0,0.0553596,-3.37945,-1.39231,23.7566,1222.38,485.493,388.826,418.853,418.853,418.853,-34.665,4.67239,0.545841,839.447,442.509,292.764,160.43,160.43,160.43,5.14543,1.04238,-34.6456,17.1522,-4.33167,24.6564,0.322984,-0.15099,3.53906,-312.027,72.6571,48.1752,0,0,1.62769,90.9106,28.5166,-6.77629,-0.667811,0.0996045,0.248609,125.865,-64.2699,-15.575,0,0,-0.715913,15.0477,-1.52073,-0.406914,-4.09578,88.6231,-11.7016,857.917,515.702,379.345,341.835,341.835,341.835,-34.665,4.67239,0.545841,835.502,412.107,248.947,53.4767,53.4767,53.4767
327,0,21.0384,0,0,21.5866,3.11705,-12.6379,-0.133052,0.0223968,-0.0441457,-0.546522,4.48189e-15,-1.42673,0,0,0.00118201,-0.728363,-9.94199,-11.3303,1274.21,622.192,414.867,400.077,400.077,400.077,28.977,-81.0835,21.1651,1193.86,648.731,42.6392,166.935,166.935,166.935,-84.6224,-3.6283,-32.6781,25.1124,2.79922,10.6075,-0.652232,-0.508862,3.45519,479.208,-203.996,2.93781,0,0,1.39816,34.3185,11.9121,-29.171,-0.948308,0.175156,0.659515,-93.0134,13.4077,-1.31465,0,0,-0.178959,15.2798,1.25438,0.0808211,-2.3778,26.8845,20.0929,1101.67,575.026,61.5177,372.039,372.039,372.04,28.977,-81.0835,21.1652,1240.49,678.775,38.2497,55.6449,55.6449,55.6449,1.23615,15.2801,-0.247601,1205.63,570.831,807.612,126.456,126.456,126.456,-1.93386,0,0,-2.1201,5.22624,-24.1897,-0.123672,0.120092,0.0499325,-24.8323,1.74903e-15,-11.1829,0,0,0.0493238,-3.60861,-4.12694,23.2589,1239.77,488.026,389.214,418.976,418.976,418.976,-34.0843,3.17833,0.934979,859.045,441.03,290.224,160.43,160.43,160.43,3.28937,0.0450148,-34.0926,20.0502,-3.83109,23.894,0.217769,-0.135955,3.51386,-223.221,57.5178,52.5298,0,0,1.23473,93.5456,27.197,-6.07557,-0.648994,0.0785135,0.0964846,127.05,-69.4963,-13.7486,0,0,-0.562127,15.2798,-1.25438,-0.0808211,-4.66748,88.2999,-11.143,874.556,513.524,377.967,342.279,342.279,342.279,-34.0843,3.17835,0.934994,856.504,411.055,246.011,53.4767,53.4767,53.4767
328,0,20.5622,0,0,21.035,3.0074,-11.9005,-0.159695,0.0217438,-0.0552471,-1.99992,-2.45957e-15,-1.57614,0,0,-9.81158e-05,-0.76787,-7.84246,-10.6308,1256.72,623.738,413.726,399.294,399.294,399.294,29.0625,-79.9709,20.8933,1172.54,649.891,41.5633,166.935,166.935,166.935,-83.4435,-3.53583,-32.685,23.3261,2.37496,10.332,-0.392465,-0.535965,3.55114,384.361,-230.489,6.35202,0,0,1.18947,32.9024,11.5157,-29.3861,-0.926252,0.110801,0.801517,-107.537,9.78043,-1.42531,0,0,-0.290411,15.5921,0.901905,-0.15457,-2.15223,27.4873,20.8829,1080.77,576.188,62.3529,371.828,371.828,371.828,29.0624,-79.9709,20.8933,1219.07,679.94,36.2156,55.6449,55.6449,55.6449,0.91737,15.5905,0.0308959,1202.94,570.87,808.256,126.456,126.456,126.456,-1.14663,0,0,-1.25027,5.10129,-23.4924,-0.102803,0.114609,0.0433485,-22.5844,-6.99611e-15,-9.09153,0,0,0.0420516,-3.79324,-6.85642,23.0446,1256.98,490.667,392.051,419.061,419.061,419.061,-33.4738,1.09559,1.10941,879.69,440.079,285.801,160.43,160.43,160.43,0.862374,-0.882717,-33.4814,23.0314,-3.21309,23.4419,0.13634,-0.125625,3.41617,-137.036,40.9126,55.2831,0,0,0.779484,95.411,26.2449,-5.68108,-0.620724,0.0616636,-0.0199039,121.572,-72.3317,-11.2496,0,0,-0.364263,15.5921,-0.901905,0.15457,-5.09311,87.3178,-10.6017,891.311,511.765,374.8,342.685,342.685,342.685,-33.4738,1.0956,1.10938,879.019,410.578,241.203,53.4768,53.4767,53.4768
329,0,19.569,0,0,19.9389,2.84962,-10.8326,-0.190222,0.0234817,-0.0518173,-3.42207,-6.09427e-15,-0.748318,0,0,-0.00601076,-0.822525,-5.5283,-9.99638,1237.85,624.933,414.061,398.663,398.663,398.663,28.9883,-78.5506,20.5393,1150.98,650.844,40.4685,166.935,166.935,166.935,-81.8768,-3.29231,-32.5641,21.4,1.84244,10.0469,-0.10079,-0.492543,3.62856,260.89,-220.611,7.38053,0,0,0.813542,31.0661,11.0377,-29.9097,-0.847376,0.0631504,0.975341,-108.968,8.74122,-0.645852,0,0,-0.360629,15.9745,0.46907,-0.295673,-1.8436,27.8867,21.877,1059.64,577.376,63.833,371.831,371.831,371.831,28.9884,-78.5506,20.5394,1197.4,680.795,33.8419,55.6449,55.6449,55.6449,0.507234,15.9732,0.228395,1200.31,570.738,810.246,126.456,126.456,126.456,-0.374716,0,0,-0.406741,4.99398,-22.8874,-0.0907032,0.103161,0.029823,-20.6049,6.99611e-15,-6.51944,0,0,0.0345508,-3.96373,-9.5232,23.175,1273.66,493.315,397.195,419.146,419.146,419.146,-32.8771,-1.5517,1.06725,901.262,439.654,279.648,160.43,160.43,160.43,-2.10213,-1.71742,-32.8535,26.0321,-2.4924,23.3484,0.0801947,-0.122463,3.25458,-58.263,23.3206,56.1688,0,0,0.321793,96.51,25.7603,-5.51067,-0.589377,0.0473951,-0.0941299,109.803,-72.3195,-8.34327,0,0,-0.157087,15.9745,-0.46907,0.295673,-5.34543,85.6991,-10.086,908.083,510.483,369.822,343.007,343.007,343.007,-32.8771,-1.55168,1.06724,902.91,410.644,234.754,53.4768,53.4767,53.4767
330,0,18.0564,0,0,18.3161,2.65368,-9.49555,-0.219019,0.0263301,-0.0366938,-4.56408,1.56046e-14,0.852416,0,0,-0.016541,-0.896976,-3.061,-9.45268,1218.11,625.727,415.994,398.208,398.208,398.208,28.7521,-76.7839,20.1411,1129.2,651.609,39.542,166.935,166.935,166.935,-79.8792,-2.86363,-32.3328,19.3827,1.22632,9.75916,0.193446,-0.386288,3.66578,119.817,-176.95,6.9608,0,0,0.335429,28.922,10.4976,-30.7059,-0.714197,0.0311607,1.15105,-96.434,8.76733,0.846167,0,0,-0.361496,16.4158,-0.0334794,-0.341959,-1.4497,28.1317,23.0273,1038.41,578.585,66.2195,372.053,372.053,372.053,28.752,-76.7839,20.1411,1175.48,681.37,31.2799,55.6449,55.6449,55.6449,0.0157425,16.4159,0.344371,1197.83,570.453,813.516,126.456,126.456,126.456,0.383829,0,0,0.415236,4.9136,-22.4307,-0.0876314,0.0876663,0.0116271,-18.9913,-0,-3.77127,0,0,0.0278116,-4.15161,-12.0751,23.6733,1289.52,495.872,404.406,419.26,419.26,419.26,-32.3272,-4.72335,0.81117,923.693,439.742,271.977,160.43,160.43,160.43,-5.55876,-2.44189,-32.2456,28.9909,-1.68838,23.6266,0.0430122,-0.125909,3.0399,10.6058,5.24281,55.193,0,0,-0.0902951,96.8527,25.7875,-5.50273,-0.557622,0.0343274,-0.127107,93.5298,-69.5181,-5.33251,0,0,0.0239678,16.4158,0.0334794,0.341959,-5.40151,83.4855,-9.59147,924.863,509.721,363.061,343.251,343.251,343.251,-32.3272,-4.72332,0.811186,928.074,411.21,226.961,53.4767,53.4767,53.4767
331,0,16.0106,0,0,16.1708,2.43135,-7.96564,-0.241072,0.0282888,-0.0146272,-5.30282,1.82555e-14,2.77468,0,0,-0.0295991,-0.98891,-0.503498,-9.01771,1198.01,626.147,419.585,397.926,397.926,397.926,28.3662,-74.6257,19.7657,1107.31,652.265,38.947,166.935,166.935,166.935,-77.4028,-2.20314,-32.0312,17.3229,0.548082,9.47262,0.470584,-0.234266,3.64142,-29.0175,-107.107,5.97571,0,0,-0.175814,26.5736,9.91851,-31.7425,-0.535005,0.00901435,1.29905,-71.2406,8.22812,2.65546,0,0,-0.285982,16.9038,-0.591178,-0.29575,-0.976364,28.2617,24.2971,1017.35,579.838,69.7472,372.444,372.444,372.444,28.3662,-74.6257,19.7657,1153.34,681.778,28.6586,55.6449,55.6449,55.645,-0.543261,16.9052,0.380803,1195.57,570.037,817.966,126.456,126.456,126.456,1.12775,0,0,1.2178,4.86803,-22.1703,-0.092984,0.0704077,-0.00777461,-17.8182,-1.74903e-15,-1.1444,0,0,0.0225826,-4.38341,-14.4667,24.5238,1304.28,498.251,413.374,419.414,419.413,419.414,-31.8449,-8.36518,0.345072,946.954,440.32,263.049,160.43,160.43,160.43,-9.4508,-3.04256,-31.687,31.8512,-0.823728,24.2559,0.0168133,-0.133721,2.78557,68.3924,-12.5854,52.5399,0,0,-0.423176,96.4505,26.3198,-5.62662,-0.525083,0.021931,-0.12468,75.4753,-64.4124,-2.51014,0,0,0.15518,16.9038,0.591178,0.29575,-5.24419,80.7321,-9.10184,941.724,509.502,354.598,343.465,343.465,343.465,-31.8449,-8.36516,0.345065,954.426,412.23,218.161,53.4768,53.4767,53.4767
332,0,13.4125,0,0,13.496,2.19374,-6.31774,-0.253593,0.0275087,0.0083427,-5.75949,-1.63971e-15,4.50896,0,0,-0.0427024,-1.08982,2.08416,-8.69829,1178.01,626.285,424.815,397.795,397.795,397.795,27.848,-72.0324,19.4951,1085.45,652.918,38.7891,166.935,166.935,166.935,-74.4,-1.25331,-31.7033,15.2661,-0.174563,9.18599,0.717327,-0.0589824,3.53746,-175.941,-22.1047,4.99208,0,0,-0.655364,24.1107,9.32465,-32.9901,-0.325065,-0.010654,1.39493,-37.1264,6.02747,4.3191,0,0,-0.150962,17.4264,-1.18666,-0.162266,-0.434733,28.3051,25.6626,996.793,581.182,74.5738,372.918,372.918,372.918,27.848,-72.0324,19.495,1131.05,682.161,26.058,55.6449,55.6449,55.6449,-1.15282,17.4275,0.34146,1193.56,569.51,823.471,126.456,126.456,126.456,1.85084,0,0,1.99827,4.8631,-22.1422,-0.105278,0.0535418,-0.0247993,-17.1274,1.74903e-15,1.11515,0,0,0.0191342,-4.67535,-16.6601,25.6768,1317.77,500.378,423.739,419.602,419.601,419.602,-31.4367,-12.4124,-0.327465,971.045,441.362,253.135,160.43,160.43,160.43,-13.7124,-3.50797,-31.1982,34.5624,0.077166,25.1867,-0.00835603,-0.140568,2.50491,115.493,-29.7502,48.4878,0,0,-0.662288,95.311,27.3046,-5.88661,-0.489754,0.0105978,-0.0959951,58.5346,-57.7305,-0.115106,0,0,0.230625,17.4264,1.18666,0.162266,-4.86524,77.5002,-8.59222,958.81,509.832,344.551,343.709,343.709,343.709,-31.4367,-12.4125,-0.327439,981.889,413.661,208.696,53.4767,53.4767,53.4767
333,0,10.2484,0,0,10.282,1.94922,-4.61085,-0.256997,0.0235995,0.0261812,-6.33877,3.93531e-15,5.71336,0,0,-0.055574,-1.18652,4.64701,-8.48843,1158.57,626.27,431.57,397.79,397.79,397.79,27.2076,-68.9735,19.4099,1063.78,653.667,39.1022,166.935,166.935,166.935,-70.8329,0.049227,-31.3753,13.2527,-0.9272,8.89136,0.926727,0.115975,3.34888,-311.699,65.7103,4.24485,0,0,-1.04988,21.6098,8.73826,-34.4197,-0.105642,-0.0340382,1.42551,0.288859,2.04005,5.4999,0,0,0.00863781,17.9714,-1.80097,0.0507339,0.162293,28.2816,27.1103,977.1,582.685,80.7453,373.379,373.379,373.379,27.2076,-68.9735,19.4098,1108.66,682.638,23.5041,55.6449,55.6448,55.6449,-1.79411,17.9691,0.232103,1191.85,568.888,829.877,126.456,126.456,126.456,2.54142,0,0,2.74829,4.90213,-22.3652,-0.122667,0.0384916,-0.0366029,-16.9477,-8.74514e-16,2.85823,0,0,0.0172242,-5.03001,-18.6252,27.0554,1329.81,502.195,435.124,419.799,419.799,419.799,-31.0949,-16.7948,-1.20258,995.979,442.835,242.502,160.43,160.43,160.43,-18.2729,-3.82896,-30.7896,37.0812,0.990293,26.346,-0.0409637,-0.140282,2.21182,153.363,-45.9693,43.1956,0,0,-0.80778,93.4339,28.6483,-6.3194,-0.450247,0.000476015,-0.0518043,44.9735,-50.0623,1.71046,0,0,0.259757,17.9714,1.80097,-0.0507339,-4.26846,73.8509,-8.03328,976.312,510.696,333.071,344.035,344.035,344.035,-31.095,-16.7948,-1.20259,1010.38,415.461,198.879,53.4768,53.4768,53.4767
334,0,6.52497,0,0,6.53327,1.70313,-2.88462,-0.25475,0.0178172,0.0339927,-7.63103,-1.5304e-15,6.29834,0,0,-0.0714143,-1.26303,7.13609,-8.36799,1140.07,626.247,439.645,397.901,397.901,397.901,26.4453,-65.4445,19.578,1042.45,654.57,39.8647,166.935,166.935,166.935,-66.6896,1.76161,-31.0432,11.3178,-1.69739,8.57306,1.09379,0.269238,3.08302,-427.078,144.617,3.73257,0,0,-1.31955,19.1379,8.17686,-35.9958,0.0987775,-0.063623,1.39028,34.5904,-2.7804,6.07409,0,0,0.151178,18.5269,-2.41475,0.332926,0.803185,28.2063,28.6323,958.599,584.425,88.1846,373.75,373.75,373.75,26.4453,-65.4444,19.5779,1086.24,683.265,20.999,55.6449,55.6449,55.6449,-2.44748,18.5171,0.060437,1190.46,568.185,837.016,126.456,126.456,126.456,3.18377,0,0,3.45491,4.98539,-22.8387,-0.143211,0.0259642,-0.0419018,-17.2812,2.62354e-15,4.02562,0,0,0.0162154,-5.43514,-20.3391,28.5637,1340.31,503.663,447.148,419.966,419.966,419.966,-30.7992,-21.443,-2.27373,1021.78,444.703,231.384,160.43,160.43,160.43,-23.0633,-4.00038,-30.4613,39.3706,1.89367,27.645,-0.0848209,-0.127627,1.91795,183.331,-61.0478,36.9086,0,0,-0.866605,90.8082,30.2204,-6.98645,-0.406753,-0.00832212,-0.00162622,35.9015,-41.915,2.91493,0,0,0.260364,18.5269,2.41475,-0.332926,-3.4721,69.8388,-7.39608,994.443,512.059,320.324,344.478,344.478,344.478,-30.7992,-21.443,-2.27371,1039.84,417.592,188.973,53.4767,53.4767,53.4767
335,0,2.28929,0,0,2.28976,1.4592,-1.1683,-0.251311,0.012682,0.0294432,-10.1321,8.74514e-16,6.41988,0,0,-0.0951289,-1.30246,9.50838,-8.3051,1122.82,626.344,448.753,398.132,398.132,398.132,25.5604,-61.4814,20.0458,1021.57,655.639,41.0452,166.935,166.935,166.935,-62.0074,3.91412,-30.6747,9.49148,-2.47349,8.2096,1.21893,0.386617,2.75951,-515.665,206.046,3.37858,0,0,-1.44834,16.7578,7.65317,-37.6713,0.267515,-0.0981973,1.30087,60.5311,-6.81276,6.16325,0,0,0.24377,19.0816,-3.00947,0.671796,1.4794,28.0941,30.2176,941.537,586.482,96.7041,373.984,373.984,373.984,25.5604,-61.4814,20.0458,1063.83,684.027,18.5823,55.6449,55.6449,55.6449,-3.09337,19.0593,-0.164299,1189.39,567.415,844.702,126.456,126.456,126.456,3.76199,0,0,4.10402,5.10971,-23.5396,-0.165214,0.0158054,-0.0413145,-18.0843,-0,4.65905,0,0,0.0153273,-5.86498,-21.7859,30.0972,1349.16,504.768,459.443,420.051,420.051,420.051,-30.5174,-26.296,-3.52834,1048.49,446.923,219.981,160.43,160.43,160.43,-28.0235,-4.02352,-30.2022,41.3997,2.76874,28.9872,-0.13757,-0.0999587,1.63295,206.051,-74.8215,30.0684,0,0,-0.848954,87.416,31.8582,-7.96066,-0.362114,-0.0159606,0.0481205,30.8759,-33.7244,3.54883,0,0,0.249373,19.0816,3.00947,-0.671796,-2.50977,65.5098,-6.65697,1013.42,513.864,306.488,345.056,345.056,345.056,-30.5174,-26.296,-3.52838,1070.2,420.022,179.182,53.4768,53.4767,53.4767
336,0,-2.35322,0,0,-2.35332,1.22188,0.503622,-0.249578,0.0105964,0.0127973,-13.9501,7.87063e-15,6.3633,0,0,-0.128896,-1.28885,11.7266,-8.25985,1107.07,626.658,458.545,398.504,398.504,398.504,24.5692,-57.1699,20.8314,1001.22,656.861,42.6554,166.935,166.935,166.935,-56.8909,6.48571,-30.2277,7.79938,-3.24374,7.7768,1.29873,0.459698,2.40392,-572.033,244.459,3.16244,0,0,-1.43775,14.5327,7.1766,-39.3842,0.384803,-0.132843,1.17523,74.5401,-8.27307,6.06435,0,0,0.269598,19.6249,-3.56827,1.05285,2.18572,27.9656,31.8466,926.034,588.919,106.039,374.071,374.071,374.071,24.5692,-57.1699,20.8314,1041.49,684.875,16.393,55.6449,55.6449,55.6449,-3.7134,19.5852,-0.431136,1188.65,566.585,852.742,126.456,126.456,126.456,4.26366,0,0,4.68349,5.268,-24.421,-0.187266,0.00738635,-0.0369252,-19.2281,-2.62354e-15,4.87452,0,0,0.0139119,-6.28351,-22.9566,31.5506,1356.32,505.521,471.658,420.005,420.005,420.005,-30.2086,-31.3068,-4.94472,1076.14,449.452,208.464,160.43,160.43,160.43,-33.1084,-3.90771,-29.9903,43.1435,3.60087,30.2754,-0.194245,-0.0577863,1.36427,221.967,-87.2889,23.4416,0,0,-0.76961,83.2463,33.3734,-9.30686,-0.320607,-0.0225592,0.093875,28.1423,-26.0461,3.73967,0,0,0.235733,19.6249,3.56827,-1.05285,-1.42997,60.9003,-5.80303,1033.42,516.032,291.75,345.782,345.782,345.782,-30.2086,-31.3068,-4.94469,1101.44,422.721,169.668,53.4768,53.4767,53.4767
337,0,-7.23334,0,0,-7.23815,0.998455,2.07686,-0.248492,0.0128629,-0.0130895,-18.6123,-5.90297e-15,6.4436,0,0,-0.167782,-1.20896,13.7595,-8.19128,1093.01,627.247,468.64,399.046,399.046,399.046,23.5228,-52.6416,21.9164,981.442,658.227,44.7792,166.935,166.935,166.935,-51.5127,9.38751,-29.6768,6.26241,-3.99618,7.25396,1.33765,0.487306,2.04138,-596.078,258.151,3.1991,0,0,-1.31605,12.5284,6.75618,-41.0588,0.446068,-0.162885,1.03226,75.7582,-6.13493,6.15502,0,0,0.234241,20.1465,-4.07672,1.46013,2.91882,27.8502,33.4847,912.072,591.766,115.893,374.03,374.03,374.03,23.5228,-52.6415,21.9164,1019.28,685.777,14.6915,55.645,55.6449,55.6449,-4.2909,20.085,-0.727705,1188.22,565.704,860.94,126.456,126.456,126.456,4.68187,0,0,5.18468,5.44857,-25.4115,-0.208107,-0.000222313,-0.0320748,-20.4638,-8.74514e-16,4.85035,0,0,0.0116456,-6.64917,-23.8486,32.8265,1361.74,505.958,483.466,419.785,419.785,419.785,-29.8262,-36.4432,-6.49016,1104.8,452.24,196.996,160.43,160.43,160.43,-38.2882,-3.67029,-29.793,44.5821,4.37928,31.4184,-0.244235,-0.00644971,1.1176,230.383,-98.4629,18.2044,0,0,-0.643629,78.318,34.5632,-11.0567,-0.2877,-0.0271325,0.136475,24.7746,-19.784,3.68136,0,0,0.213639,20.1465,4.07672,-1.46013,-0.293843,56.04,-4.83812,1054.61,518.464,276.308,346.674,346.674,346.674,-29.8262,-36.4433,-6.49015,1133.55,425.669,160.57,53.4767,53.4767,53.4768
